ID,Type,LAT,LONG
1ba9b746a01b,433,yoke,10.0208,52.540625 
c9583cf0b0c0,434,turtle,-23.99196388888889,-3.338975
c9583cf0b0c0,434,yoke,26.919625,-116.13545833333333 
e91ca4baa386,435,turtle,87.49108333333334,146.305075
e91ca4baa386,435,yoke,79.76751388888889,-1.326938888888889 
33b7b22fdcdb,436,turtle,-3.896516666666667,-19.19206388888889
33b7b22fdcdb,436,yoke,-0.48811388888888885,170.47740833333333 
158684156f4a,437,turtle,-48.82406944444445,151.16488055555556
158684156f4a,437,yoke,33.51895555555556,-14.248641666666666 
ed3d2ce66cfb,438,turtle,-42.20281388888889,13.42848888888889
ed3d2ce66cfb,438,yoke,-80.68614722222222,-74.69799444444443 
1ef066a484f4,439,turtle,-65.39903333333334,81.79443055555556
1ef066a484f4,439,yoke,-18.51685277777778,112.18838055555555 
0ef4654460d5,440,turtle,-51.9945,46.104191666666665
0ef4654460d5,440,yoke,-58.121811111111114,-46.74049722222222 
b22240d2f339,441,turtle,-28.945888888888888,-156.71713611111113
b22240d2f339,441,yoke,-39.661833333333334,-139.2353388888889 
f501be46d0c7,442,turtle,84.51291388888889,-114.43044166666667
f501be46d0c7,442,yoke,5.327588888888889,175.26811111111112 
e545010a6570,443,turtle,70.38033888888889,-168.14121666666665
e545010a6570,443,yoke,-22.740630555555555,77.06205277777778 
5653f6117324,444,turtle,39.27435833333334,-135.02408333333332
5653f6117324,444,yoke,-24.932958333333332,59.228202777777774 
2923df7c350b,445,turtle,-45.55775555555556,-134.79614999999998
2923df7c350b,445,yoke,-13.10733611111111,-24.10971388888889 
9670051217bc,446,turtle,-50.209355555555554,89.2768638888889
9670051217bc,446,yoke,82.6172611111111,23.837230555555557 
4503812d16be,447,turtle,83.24403333333333,65.00401111111111
4503812d16be,447,yoke,81.91587777777778,101.67560833333334 
6fe38614a8ad,448,turtle,-22.04116666666667,-27.105669444444445
6fe38614a8ad,448,yoke,-24.39794444444444,-115.92645 
9ea993685abd,449,turtle,53.58585,178.91528055555557
9ea993685abd,449,yoke,-56.81033611111111,-54.99529166666667 
c4c72ce1724b,450,turtle,58.02854166666666,-148.83351666666667
c4c72ce1724b,450,yoke,-71.85687777777778,-43.19997222222222 
bf9b1581281f,451,turtle,-66.04814444444445,64.98716944444445
bf9b1581281f,451,yoke,12.546097222222222,-119.62719722222222 
8473961ed584,452,turtle,1.8674083333333333,92.19774722222223
8473961ed584,452,yoke,-59.10459722222222,143.225325 
ff94c857c417,453,turtle,-35.23171388888889,-76.02541111111111
ff94c857c417,453,yoke,76.38496111111111,-84.63590277777777 
aba77f99418b,454,turtle,-7.914938888888889,103.85924444444444
aba77f99418b,454,yoke,-29.280477777777776,32.405452777777775 
a6705277bbcf,455,turtle,83.36285555555556,-174.54348055555556
a6705277bbcf,455,yoke,82.80456944444444,-104.8071361111111 
49b6ca9667e2,456,turtle,12.28911388888889,-27.691419444444445
49b6ca9667e2,456,yoke,-0.6606666666666666,-44.54788055555556 
03b871fafa62,457,turtle,38.939816666666665,-33.366794444444444
03b871fafa62,457,yoke,-62.47495,21.10423888888889 
893c902b485c,458,turtle,86.06312222222222,-31.614155555555556
893c902b485c,458,yoke,-41.71520833333333,65.537375 
98c84e3a0bd5,459,turtle,-4.878441666666666,-22.15703333333333
98c84e3a0bd5,459,yoke,-54.37643611111111,78.32713055555556 
d58d9a9d68ac,460,turtle,-53.87340833333334,-15.848541666666668
d58d9a9d68ac,460,yoke,76.99838055555554,161.61935277777778 
06fee00022b8,461,turtle,-1.2436111111111112,77.55960555555555
06fee00022b8,461,yoke,-45.35906111111111,-95.30410833333333 
504f1260c74f,462,turtle,19.391483333333333,-117.06119722222222
504f1260c74f,462,yoke,-42.109969444444445,-72.90754166666667 
6c1ca22a0114,463,turtle,-68.19068888888889,5.981725
6c1ca22a0114,463,yoke,-51.78043888888889,-120.4256 
d4353e7fd00e,464,turtle,-69.60966666666667,-166.77244166666665
d4353e7fd00e,464,yoke,81.00663055555556,-147.39150555555557 
36fe324037bb,465,turtle,19.115780555555556,-138.33400833333332
36fe324037bb,465,yoke,84.07618333333333,-126.31665833333334 
4f80d7545e80,466,turtle,-41.19723333333333,152.89733611111112
4f80d7545e80,466,yoke,3.4147166666666666,75.48961666666666 
0dd60198718a,467,turtle,-9.738808333333335,115.86925277777777
0dd60198718a,467,yoke,57.654808333333335,156.5482111111111 
2e8c012fe6f3,468,turtle,22.70951111111111,166.7789
2e8c012fe6f3,468,yoke,24.106816666666667,168.23294722222224 
4ca7edde9395,469,turtle,-23.308880555555557,41.55678888888889
4ca7edde9395,469,yoke,28.219386111111113,142.81313333333333 
9ff182c7bb58,470,turtle,-22.671561111111114,35.97656944444444
9ff182c7bb58,470,yoke,45.234925000000004,-48.66319444444444 
7c421f662abf,471,turtle,-56.69412222222222,64.49419722222223
7c421f662abf,471,yoke,58.04102777777778,-6.091083333333334 
088d473390be,472,turtle,-40.83593888888889,1.391086111111111
088d473390be,472,yoke,57.38817777777778,166.51718888888888 
6214184ad82d,473,turtle,7.753927777777778,-134.0800888888889
6214184ad82d,473,yoke,-27.531077777777778,-30.89578611111111 
95a21f306bc7,474,turtle,5.469461111111111,-162.97359444444444
95a21f306bc7,474,yoke,-36.246227777777776,-40.79521111111111 
36a79352bbc5,475,turtle,-40.00076388888888,-96.049875
36a79352bbc5,475,yoke,-10.296477777777778,-101.22554722222222 
a78ed44060d1,476,turtle,31.87361388888889,-139.5095611111111
a78ed44060d1,476,yoke,-60.11304444444445,109.43538333333333 
ee2c13f1cf45,477,turtle,77.80309166666667,105.85944444444443
ee2c13f1cf45,477,yoke,-39.571933333333334,-37.508858333333336 
7474a8fcf56a,478,turtle,-0.7963111111111112,104.33958333333334
7474a8fcf56a,478,yoke,69.2123111111111,-177.49894444444445 
99204d2da7e4,479,turtle,40.819719444444445,136.68852777777778
99204d2da7e4,479,yoke,-60.109569444444446,73.42424166666667 
f12b1490927a,480,turtle,88.42308055555556,-3.6065
f12b1490927a,480,yoke,83.76225277777777,-53.020897222222224 
fc419581ad0f,481,turtle,-1.3517000000000001,-127.42229166666665
fc419581ad0f,481,yoke,26.557272222222224,-37.663866666666664 
0d2ad18b4ecf,482,turtle,85.99557777777778,-135.52260833333332
0d2ad18b4ecf,482,yoke,-19.713275,42.665683333333334 
c13b5b5bb3dd,483,turtle,-13.532044444444443,120.05966388888888
c13b5b5bb3dd,483,yoke,86.11943333333333,157.95200833333334 
977c75ea27c2,484,turtle,-57.69535277777778,-87.74562222222222
977c75ea27c2,484,yoke,86.01660833333334,-41.596025000000004 
593b34d919fd,485,turtle,16.494633333333333,-28.46347777777778
593b34d919fd,485,yoke,-9.280897222222222,100.3886888888889 
721a5427c9f1,486,turtle,-25.541213888888887,-130.9657861111111
721a5427c9f1,486,yoke,-64.14615,-17.701294444444443 
e7c43703fb9a,487,turtle,61.16475277777778,-45.467825
e7c43703fb9a,487,yoke,41.551116666666665,-156.04027499999998 
d6c01304c3b5,488,turtle,79.59369444444445,134.24251388888888
d6c01304c3b5,488,yoke,-21.926297222222225,-118.70512777777778 
be426e76b984,489,turtle,-2.319272222222222,82.02065277777777
be426e76b984,489,yoke,-56.37270277777778,-67.03760277777778 
4b01b55e62d2,490,turtle,-30.721269444444445,-34.69625277777778
4b01b55e62d2,490,yoke,-38.41732777777778,-150.55332777777778 
a6ee333dbc1e,491,turtle,-51.653475,-164.54947777777778
a6ee333dbc1e,491,yoke,-0.78265,-119.13246666666666 
9f2f5d15fbde,492,turtle,62.41549444444445,-88.3087
9f2f5d15fbde,492,yoke,-61.57262222222222,47.44667222222222 
3d8c1cbcf646,493,turtle,-13.216875,70.40519722222221
3d8c1cbcf646,493,yoke,83.20257222222222,-170.59708333333333 
3987f980766c,494,turtle,-41.640886111111115,135.86444999999998
3987f980766c,494,yoke,89.50382499999999,83.18201944444444 
3fab1b5e99f5,495,turtle,-35.537702777777774,83.09865277777777
3fab1b5e99f5,495,yoke,79.2911,47.54770833333333 
db8fd36bcb80,496,turtle,-39.75751388888889,-130.43548611111112
db8fd36bcb80,496,yoke,87.98153888888889,-23.336891666666666 
9ba56548104a,497,turtle,28.813341666666666,175.90782777777778
9ba56548104a,497,yoke,-44.733288888888886,87.86576666666667 
8217aa4cea13,498,turtle,7.764180555555555,77.02735833333334
8217aa4cea13,498,yoke,-51.069405555555555,48.976124999999996 
44cb02dd7e86,499,turtle,-58.41277222222222,-130.02939444444442
44cb02dd7e86,499,yoke,-29.747163888888892,93.65429166666667 
22b719befacf,500,turtle,-22.17284722222222,-40.767297222222226
22b719befacf,500,yoke,-49.19685833333333,-13.499961111111112 
